CustomerID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,PurchaseSpanDays,WillReturn,AvgDaysBetweenOrders,PurchaseVelocity,IsOneTimeCustomer,MonetaryTrend,MonetaryTrendUnknown
12383,113,5,1850.56,370.11199999999997,84,167,0,41.25,0.0,0,0.0,0
12384,50,1,292.69,292.69,14,0,1,0.0,1.0,1,1.0,1
12386,266,2,401.9,200.95,10,29,0,29.0,0.0,0,0.0,0
12388,4,5,2494.26,498.85200000000003,56,251,1,62.25,0.4,0,2.255151712887438,0
12390,8,1,549.84,549.84,32,0,0,0.0,1.0,1,1.0,1
12393,1,4,1582.6000000000001,395.65,47,260,0,86.33333333333333,0.25,0,0.815480844409695,0
12394,146,1,381.08,381.08,21,0,1,0.0,0.0,1,1.0,1
12395,41,8,1899.57,237.44625,65,258,1,36.42857142857143,0.25,0,0.26645286890211883,0
12397,64,1,1214.81,1214.81,70,0,1,0.0,1.0,1,1.0,1
12399,48,4,1108.65,277.1625,47,142,0,47.333333333333336,0.25,0,0.7277208817913559,0
12401,232,1,84.3,84.3,5,0,0,0.0,0.0,1,0.0,0
12402,252,1,225.6,225.6,11,0,0,0.0,0.0,1,0.0,0
12405,77,1,1710.39,1710.39,54,0,0,0.0,1.0,1,1.0,1
12406,112,1,1621.25,1621.25,48,0,1,0.0,0.0,1,1.0,1
12407,63,4,1407.3600000000001,351.84,50,130,1,42.666666666666664,0.5,0,4.027397260273973,0
12408,27,4,2134.0499999999997,533.5125,67,161,1,53.333333333333336,0.25,0,0.7668190880979955,0
12409,7,3,11072.67,3690.89,91,103,0,51.5,0.6666666666666666,0,1.0,1
12410,237,2,693.3299999999999,346.66499999999996,26,0,0,0.0,0.0,0,0.0,0
12412,3,3,1226.88,408.96000000000004,43,94,0,46.5,0.6666666666666666,0,1.0,1
12413,165,2,563.9,281.95,25,100,1,100.0,0.0,0,0.0,0
12414,146,3,562.41,187.47,16,93,0,46.0,0.0,0,0.0,0
12415,28,15,102087.88,6805.858666666666,382,238,1,16.571428571428573,0.4,0,0.7340158244355456,0
12417,35,7,2816.52,402.36,132,250,1,41.333333333333336,0.2857142857142857,0,0.8960459806007143,0
12418,41,1,668.58,668.58,34,0,0,0.0,1.0,1,1.0,1
12421,43,3,628.56,209.51999999999998,25,204,1,101.5,0.3333333333333333,0,1.4719593521752936,0
12422,24,3,803.5600000000001,267.8533333333333,39,229,0,114.0,0.3333333333333333,0,0.6192872117400419,0
12423,29,7,1650.67,235.81,86,252,1,41.5,0.14285714285714285,0,0.2558932085031958,0
12424,91,2,1760.96,880.4800000000001,30,0,0,0.0,1.0,0,1.0,1
12425,7,1,777.2,777.2,36,0,0,0.0,1.0,1,1.0,1
12426,123,1,582.73,582.73,30,0,0,0.0,0.0,1,1.0,1
12427,300,1,303.5,303.5,10,0,1,0.0,0.0,1,0.0,0
12428,49,8,7548.12,943.515,252,163,1,23.0,0.25,0,0.23010103338898782,0
12429,101,3,2844.88,948.2933333333334,62,193,1,96.0,0.0,0,0.0,0
12431,48,11,4874.57,443.14272727272726,134,254,1,25.0,0.36363636363636365,0,0.7760392171050253,0
12432,99,3,4016.66,1338.8866666666665,75,1,1,0.5,0.0,0,1.0,1
12433,20,3,6395.23,2131.7433333333333,151,282,1,140.5,0.3333333333333333,0,0.688678996176514,0
12434,13,2,806.14,403.07,46,175,0,175.0,0.5,0,1.8162096069868996,0
12435,8,2,7829.89,3914.945,31,188,0,188.0,0.5,0,0.9678084136929221,0
12436,28,1,509.01,509.01,16,0,0,0.0,1.0,1,1.0,1
12437,7,12,3034.0099999999998,252.83416666666665,66,253,1,22.545454545454547,0.25,0,0.4928759054365996,0
12438,69,1,890.0699999999999,890.0699999999999,49,0,1,0.0,1.0,1,1.0,1
12441,295,1,173.55,173.55,11,0,0,0.0,0.0,1,0.0,0
12444,14,3,3189.81,1063.27,107,85,1,42.5,0.6666666666666666,0,1.0,1
12447,172,1,476.49,476.49,26,0,0,0.0,0.0,1,1.0,1
12449,20,3,2724.58,908.1933333333333,84,95,1,47.0,0.6666666666666666,0,1.0,1
12450,85,2,197.88,98.94,7,17,0,17.0,0.5,0,1.0,1
12451,147,2,5307.82,2653.91,162,106,1,106.0,0.0,0,0.0,0
12453,63,1,707.09,707.09,43,0,0,0.0,1.0,1,1.0,1
12455,2,6,2466.86,411.1433333333334,85,223,0,44.2,0.5,0,0.2964035552416269,0
12456,60,2,2265.4,1132.7,77,123,1,123.0,0.5,0,1.0,1
12457,10,6,2166.88,361.1466666666667,53,157,1,30.8,0.5,0,1.0,1
12458,0,2,947.4,473.70000000000005,35,213,0,213.0,0.5,0,1.1438269370021723,0
12461,23,2,826.88,413.44,35,60,0,60.0,1.0,0,1.0,1
12462,232,1,762.11,762.11,40,0,1,0.0,0.0,1,0.0,0
12463,104,3,985.79,328.59666666666664,51,66,1,32.5,0.0,0,1.0,1
12464,35,6,780.55,130.09166666666667,6,203,1,40.2,0.3333333333333333,0,0.647794420777793,0
12465,98,1,440.94,440.94,26,0,1,0.0,0.0,1,1.0,1
12468,116,2,729.5400000000001,364.77000000000004,36,128,0,128.0,0.0,0,0.0,0
12471,7,21,11780.16,560.96,116,286,1,14.05,0.38095238095238093,0,0.49443496842219115,0
12472,67,5,4927.6,985.5200000000001,180,230,1,57.25,0.2,0,0.2007648810695215,0
12473,43,2,1186.25,593.125,60,77,1,77.0,0.5,0,1.0,1
12474,27,13,4362.06,335.5430769230769,153,231,1,18.666666666666668,0.23076923076923078,0,0.6001486379129187,0
12476,13,7,3725.27,532.1814285714286,96,276,1,45.666666666666664,0.2857142857142857,0,1.772523988203204,0
12477,29,3,8834.03,2944.6766666666663,156,200,1,100.0,0.3333333333333333,0,1.8069398756340325,0
12480,72,3,2144.95,714.9833333333332,97,192,1,96.0,0.3333333333333333,0,0.3513453917732964,0
12481,108,8,4101.76,512.72,112,186,1,26.285714285714285,0.0,0,0.0,0
12483,27,6,1624.06,270.6766666666667,38,240,1,47.4,0.16666666666666666,0,0.5651435459127766,0
12484,29,4,3663.15,915.7875,222,235,1,78.0,0.5,0,1.2176398781034012,0
12488,4,1,553.39,553.39,21,0,1,0.0,1.0,1,1.0,1
12489,265,1,334.93,334.93,15,0,0,0.0,0.0,1,0.0,0
12490,22,6,3552.59,592.0983333333334,102,236,1,47.0,0.5,0,2.1670523709240705,0
12492,34,1,126.39000000000001,126.39000000000001,9,0,1,0.0,1.0,1,1.0,1
12493,94,2,433.74,216.87,20,31,0,31.0,0.0,0,1.0,1
12494,90,5,868.86,173.772,42,204,1,50.25,0.2,0,0.4902255639097744,0
12497,10,1,1043.1,1043.1,14,0,0,0.0,1.0,1,1.0,1
12500,35,6,1773.8400000000001,295.64000000000004,20,227,1,45.2,0.16666666666666666,0,0.31234506693108577,0
12501,265,1,2169.39,2169.39,149,0,0,0.0,0.0,1,0.0,0
12502,24,5,3723.87,744.774,102,214,0,53.25,0.4,0,1.4251126851255635,0
12506,161,1,73.5,73.5,23,0,0,0.0,0.0,1,1.0,1
12507,63,3,1304.81,434.93666666666667,19,164,0,82.0,0.6666666666666666,0,1.9245337995337992,0
12509,213,1,176.5,176.5,7,0,0,0.0,0.0,1,0.0,0
12510,71,2,982.5699999999999,491.28499999999997,29,182,0,182.0,0.5,0,0.4427281403714851,0
12513,41,1,612.29,612.29,35,0,0,0.0,1.0,1,1.0,1
12514,196,1,1017.68,1017.68,51,0,0,0.0,0.0,1,0.0,0
12515,282,1,383.7,383.7,16,0,0,0.0,0.0,1,0.0,0
12516,6,2,1312.06,656.03,20,102,0,102.0,0.5,0,1.0,1
12517,2,3,1955.9,651.9666666666667,181,116,1,57.5,0.6666666666666666,0,1.0,1
12518,6,2,849.73,424.865,46,33,1,33.0,1.0,0,1.0,1
12520,8,5,2634.26,526.8520000000001,121,194,0,48.25,0.4,0,0.759100781224675,0
12521,71,1,599.68,599.68,38,0,0,0.0,1.0,1,1.0,1
12523,8,8,1142.13,142.76625,56,252,1,35.57142857142857,0.5,0,1.7760624169986725,0
12524,91,6,3122.48,520.4133333333333,92,171,1,33.8,0.16666666666666666,0,0.21604131014744016,0
12526,23,1,520.3,520.3,29,0,1,0.0,1.0,1,1.0,1
12527,10,3,348.71000000000004,116.23666666666668,18,243,0,121.5,0.3333333333333333,0,0.2238874069914362,0
12528,43,4,1287.37,321.8425,46,198,1,66.0,0.5,0,0.6683124692221962,0
12530,52,3,1221.65,407.2166666666667,39,213,1,106.0,0.3333333333333333,0,1.0755033557046982,0
12534,59,1,1089.18,1089.18,63,0,0,0.0,1.0,1,1.0,1
12535,20,2,716.35,358.17499999999995,28,94,0,94.0,0.5,0,1.0,1
12539,191,3,4517.69,1505.8966666666665,125,71,1,35.5,0.0,0,0.0,0
12540,6,13,10495.99,807.3838461538461,220,284,1,23.166666666666668,0.46153846153846156,0,1.1548730020561433,0
12541,102,2,536.14,268.07,27,107,1,107.0,0.0,0,0.0,0
12545,4,2,1000.39,500.195,42,184,0,184.0,0.5,0,0.5925973095598184,0
12546,6,1,760.2,760.2,45,0,1,0.0,1.0,1,1.0,1
12547,126,2,207.79999999999998,103.9,7,82,0,82.0,0.0,0,0.0,0
12548,95,1,95.19999999999999,95.19999999999999,5,0,0,0.0,0.0,1,1.0,1
12550,8,1,964.83,964.83,57,0,0,0.0,1.0,1,1.0,1
12551,286,1,168.0,168.0,10,0,0,0.0,0.0,1,0.0,0
12553,39,7,2419.59,345.6557142857143,81,219,1,36.166666666666664,0.2857142857142857,0,0.4957192586320444,0
12556,80,1,312.9,312.9,60,0,1,0.0,1.0,1,1.0,1
12557,87,4,9000.960000000001,2250.2400000000002,15,213,1,70.33333333333333,0.25,0,0.8541018658514982,0
12559,239,2,561.71,280.855,21,8,0,8.0,0.0,0,0.0,0
12560,41,2,1436.31,718.155,77,30,1,30.0,1.0,0,1.0,1
12561,231,1,238.85,238.85,16,0,0,0.0,0.0,1,0.0,0
12562,10,4,1993.8700000000001,498.4675,64,116,1,38.666666666666664,0.5,0,1.0,1
12564,190,1,456.9,456.9,21,0,0,0.0,0.0,1,0.0,0
12565,217,1,145.92,145.92,9,0,0,0.0,0.0,1,0.0,0
12566,15,1,351.65,351.65,19,0,0,0.0,1.0,1,1.0,1
12567,25,9,7849.98,872.2199999999999,271,273,1,33.75,0.2222222222222222,0,0.5482289068324154,0
12569,21,15,2167.68,144.51200000000003,48,160,1,10.928571428571429,0.6,0,1.0,1
12571,50,1,248.35,248.35,14,0,1,0.0,1.0,1,1.0,1
12573,156,1,160.54000000000002,160.54000000000002,26,0,0,0.0,0.0,1,1.0,1
12574,244,1,218.45,218.45,11,0,0,0.0,0.0,1,0.0,0
12576,24,4,936.55,234.1375,54,208,1,69.33333333333333,0.5,0,1.9295484354506274,0
12577,288,1,195.89,195.89,67,0,1,0.0,0.0,1,0.0,0
12578,259,1,1608.66,1608.66,70,0,1,0.0,0.0,1,0.0,0
12579,7,1,440.42,440.42,29,0,0,0.0,1.0,1,1.0,1
12580,175,1,415.7,415.7,24,0,0,0.0,0.0,1,1.0,1
12582,167,2,511.36,255.68,21,49,0,49.0,0.0,0,0.0,0
12583,8,10,4773.01,477.30100000000004,92,294,1,32.22222222222222,0.3,0,0.4247928775048371,0
12584,9,5,1062.39,212.47799999999998,32,199,1,49.25,0.6,0,0.9482777214589219,0
12585,163,2,2040.1,1020.05,77,117,0,117.0,0.0,0,0.0,0
12589,73,1,131.5,131.5,10,0,1,0.0,1.0,1,1.0,1
12590,140,2,9864.26,4932.13,68,0,0,0.0,0.0,0,1.0,1
12591,246,1,452.84999999999997,452.84999999999997,26,0,0,0.0,0.0,1,0.0,0
12592,21,2,437.6,218.8,11,121,0,121.0,0.5,0,1.0,1
12593,37,3,418.09999999999997,139.36666666666667,14,110,0,55.0,0.6666666666666666,0,1.0,1
12594,50,8,2529.9,316.2375,46,201,1,28.428571428571427,0.125,0,0.7826016260162602,0
12596,171,1,269.95,269.95,15,0,1,0.0,0.0,1,1.0,1
12597,112,2,1428.81,714.405,72,85,1,85.0,0.0,0,0.0,0
12598,0,5,1946.1399999999999,389.22799999999995,54,213,1,53.0,0.4,0,0.9161279582720638,0
12599,55,6,857.04,142.84,25,177,1,35.0,0.3333333333333333,0,0.8285860590155538,0
12600,13,9,2219.46,246.60666666666668,28,287,1,35.5,0.3333333333333333,0,1.0927408625819406,0
12601,118,5,577.0600000000001,115.41199999999999,21,142,0,35.25,0.0,0,0.0,0
12604,8,2,254.18,127.09,15,182,0,182.0,0.5,0,0.4239775910364145,0
12609,7,3,1126.85,375.6166666666666,57,240,0,120.0,0.3333333333333333,0,1.1326364046816935,0
12610,35,2,1256.25,628.125,68,19,1,19.0,1.0,0,1.0,1
12612,3,1,704.0400000000001,704.0400000000001,19,0,0,0.0,1.0,1,1.0,1
12613,126,4,1462.52,365.63,65,64,1,21.333333333333332,0.0,0,0.0,0
12614,206,1,315.6,315.6,20,0,0,0.0,0.0,1,0.0,0
12615,0,2,1211.3899999999999,605.6949999999999,52,96,1,96.0,0.5,0,1.0,1
12616,24,2,713.3,356.65,25,202,0,202.0,0.5,0,1.7906885758998432,0
12619,6,7,2760.38,394.34000000000003,37,175,1,29.0,0.7142857142857143,0,1.0,1
12620,9,2,939.3199999999999,469.65999999999997,56,123,1,123.0,0.5,0,1.0,1
12621,10,17,11260.64,662.3905882352941,211,284,1,17.25,0.29411764705882354,0,0.8305133685152195,0
12622,161,1,180.1,180.1,11,0,0,0.0,0.0,1,1.0,1
12623,205,1,305.1,305.1,18,0,0,0.0,0.0,1,0.0,0
12624,35,2,641.13,320.565,36,71,0,71.0,0.5,0,1.0,1
12625,140,2,2683.82,1341.9099999999999,73,107,0,107.0,0.0,0,0.0,0
12626,41,6,4774.0,795.6666666666666,170,214,1,42.2,0.6666666666666666,0,2.746958637469586,0
12627,25,5,2727.83,545.566,112,44,1,10.5,1.0,0,1.0,1
12633,58,3,1948.75,649.5833333333334,66,158,1,78.5,0.3333333333333333,0,0.2164254260381904,0
12635,18,2,1689.18,844.5899999999999,96,65,0,65.0,1.0,0,1.0,1
12637,20,7,5663.5,809.0714285714286,176,232,1,38.333333333333336,0.42857142857142855,0,1.8993643145336854,0
12639,167,1,486.1,486.1,22,0,0,0.0,0.0,1,1.0,1
12640,10,1,764.59,764.59,42,0,1,0.0,1.0,1,1.0,1
12641,44,1,185.9,185.9,10,0,0,0.0,1.0,1,1.0,1
12642,36,1,366.45,366.45,24,0,1,0.0,1.0,1,1.0,1
12643,57,6,3344.64,557.44,11,204,0,40.4,0.16666666666666666,0,1.3799586776859505,0
12644,58,1,477.91,477.91,31,0,0,0.0,1.0,1,1.0,1
12645,38,3,1310.8600000000001,436.9533333333334,52,206,1,103.0,0.3333333333333333,0,1.3862984023828866,0
12647,7,11,3401.67,309.2427272727273,77,291,1,28.5,0.36363636363636365,0,0.6629439787734428,0
12648,83,1,318.05,318.05,21,0,0,0.0,1.0,1,1.0,1
12649,36,3,623.51,207.83666666666667,28,105,0,52.5,0.6666666666666666,0,1.0,1
12651,263,1,114.0,114.0,9,0,0,0.0,0.0,1,0.0,0
12652,260,1,919.98,919.98,48,0,0,0.0,0.0,1,0.0,0
12653,77,2,2209.85,1104.925,37,147,0,147.0,0.5,0,1.836413810807342,0
12654,126,3,337.75,112.58333333333333,19,97,1,48.5,0.0,0,0.0,0
12656,1,4,3465.42,866.355,71,161,1,53.333333333333336,0.5,0,1.0,1
12657,7,1,618.44,618.44,28,0,1,0.0,1.0,1,1.0,1
12662,36,7,2653.66,379.0942857142857,96,266,1,43.833333333333336,0.2857142857142857,0,0.9066230907756955,0
12664,16,4,2277.08,569.27,10,235,1,78.0,0.5,0,1.4714773723510384,0
12665,253,1,63.0,63.0,3,0,0,0.0,0.0,1,0.0,0
12668,188,3,2924.4700000000003,974.8233333333333,104,96,1,48.0,0.0,0,0.0,0
12669,79,3,2744.0299999999997,914.6766666666666,98,105,0,52.5,0.3333333333333333,0,0.4148816333714687,0
12670,27,3,1634.47,544.8233333333333,40,133,1,66.5,0.3333333333333333,0,1.0,1
12672,258,1,225.89999999999998,225.89999999999998,10,0,0,0.0,0.0,1,0.0,0
12673,255,1,220.9,220.9,23,0,1,0.0,0.0,1,0.0,0
12674,20,3,1402.0,467.3333333333333,42,116,1,58.0,0.3333333333333333,0,1.0,1
12676,52,4,998.0500000000001,249.5125,21,187,1,62.0,0.25,0,0.2390443878993497,0
12678,7,10,8680.5,868.05,80,274,1,30.0,0.4,0,4.853125924379252,0
12679,16,3,1000.7,333.56666666666666,43,195,1,97.0,0.3333333333333333,0,0.11878195602347431,0
12680,2,3,613.36,204.4533333333333,29,39,1,19.5,1.0,0,1.0,1
12681,6,16,10657.12,666.0699999999999,224,290,1,18.866666666666667,0.1875,0,0.2919694137220774,0
12682,10,22,8799.21,399.9640909090909,165,289,1,13.285714285714286,0.4090909090909091,0,0.8069579011304598,0
12683,21,12,6622.19,551.8491666666667,164,272,1,24.454545454545453,0.16666666666666666,0,0.4511092175241678,0
12684,99,4,1379.48,344.87,37,42,1,14.0,0.0,0,1.0,1
12685,4,3,1829.02,609.6733333333333,90,18,1,9.0,1.0,0,1.0,1
12686,300,1,89.14,89.14,7,0,0,0.0,0.0,1,0.0,0
12688,42,1,4873.8099999999995,4873.8099999999995,171,0,0,0.0,1.0,1,1.0,1
12689,56,1,511.03,511.03,34,0,1,0.0,1.0,1,1.0,1
12690,134,1,389.01,389.01,16,0,0,0.0,0.0,1,1.0,1
12691,74,4,556.3,139.075,16,212,1,70.33333333333333,0.25,0,0.3695224027572625,0
12693,56,4,855.91,213.97750000000002,35,192,0,63.666666666666664,0.25,0,0.5601891017666086,0
12694,112,1,439.5,439.5,20,0,0,0.0,0.0,1,1.0,1
12695,36,2,333.90000000000003,166.95,17,102,1,102.0,0.5,0,1.0,1
12697,60,2,733.91,366.955,27,37,1,37.0,0.5,0,1.0,1
12700,85,2,2149.05,1074.525,110,58,1,58.0,0.5,0,1.0,1
12701,8,2,797.71,398.855,50,162,0,162.0,0.5,0,1.0,1
12703,0,1,283.55,283.55,21,0,0,0.0,1.0,1,1.0,1
12704,7,4,1346.47,336.6175,51,91,1,29.666666666666668,0.75,0,1.0,1
12705,6,5,5005.14,1001.028,191,279,1,69.5,0.4,0,2.1457342657342657,0
12707,220,1,603.42,603.42,33,0,0,0.0,0.0,1,0.0,0
12708,1,8,2399.14,299.8925,81,296,1,41.857142857142854,0.25,0,1.0097941654009321,0
12709,0,12,8055.62,671.3016666666666,90,295,1,26.454545454545453,0.3333333333333333,0,0.9084219849832087,0
12710,25,3,1149.02,383.00666666666666,75,104,0,51.5,0.6666666666666666,0,1.0,1
12712,35,11,3913.08,355.73454545454547,54,264,1,25.9,0.18181818181818182,0,0.6546099792340383,0
12714,35,4,3389.7,847.425,167,187,1,62.0,0.25,0,1.151006919343179,0
12715,35,1,353.86,353.86,20,0,0,0.0,1.0,1,1.0,1
12716,62,1,677.9,677.9,45,0,1,0.0,1.0,1,1.0,1
12717,80,2,1030.98,515.49,49,94,0,94.0,0.5,0,1.0,1
12718,0,1,238.25,238.25,19,0,0,0.0,1.0,1,1.0,1
12720,9,18,3828.32,212.68444444444447,169,288,1,16.647058823529413,0.3888888888888889,0,0.7542917718953637,0
12721,8,5,2041.81,408.362,106,275,1,68.25,0.2,0,0.46236617135460206,0
12722,14,4,997.63,249.4075,50,65,0,21.0,1.0,0,1.0,1
12724,10,3,823.1700000000001,274.39000000000004,41,250,1,124.5,0.3333333333333333,0,3.504260813428018,0
12725,300,1,427.8,427.8,24,0,0,0.0,0.0,1,0.0,0
12726,15,6,1824.6399999999999,304.1066666666666,49,271,1,53.6,0.16666666666666666,0,0.4024417714105509,0
12727,24,6,3337.7,556.2833333333333,91,224,1,44.6,0.16666666666666666,0,0.26767032660462703,0
12728,0,4,836.33,209.08249999999998,38,261,0,86.66666666666667,0.25,0,0.3547974275485575,0
12729,42,1,453.01,453.01,26,0,0,0.0,1.0,1,1.0,1
12731,14,9,13702.15,1522.461111111111,98,278,1,34.5,0.2222222222222222,0,0.9684786627511285,0
12732,108,1,236.26000000000002,236.26000000000002,12,0,0,0.0,0.0,1,1.0,1
12733,163,1,383.95,383.95,22,0,0,0.0,0.0,1,1.0,1
12734,281,1,110.39999999999999,110.39999999999999,4,0,0,0.0,0.0,1,0.0,0
12735,244,2,779.5699999999999,389.78499999999997,38,21,0,21.0,0.0,0,0.0,0
12736,261,1,234.0,234.0,4,0,0,0.0,0.0,1,0.0,0
12738,301,1,155.35,155.35,11,0,0,0.0,0.0,1,0.0,0
12739,7,2,1013.04,506.52,38,20,0,20.0,1.0,0,1.0,1
12743,63,2,546.43,273.21500000000003,114,0,0,0.0,1.0,0,1.0,1
12744,73,5,14211.970000000001,2842.3940000000002,163,173,1,43.0,0.2,0,1.923616827482745,0
12747,38,8,2769.4,346.17499999999995,34,259,1,36.857142857142854,0.125,0,0.22854502344537117,0
12748,1,137,18202.97,132.86839416058396,1278,301,1,1.838235294117647,0.26277372262773724,0,1.0694459861870587,0
12749,59,3,2755.23,918.41,113,82,1,41.0,0.6666666666666666,0,1.0,1
12750,57,1,275.88,275.88,15,0,0,0.0,1.0,1,1.0,1
12752,10,1,4366.78,4366.78,53,0,0,0.0,1.0,1,1.0,1
12753,64,5,16620.91,3324.182,114,226,1,56.0,0.2,0,0.3939994411810991,0
12754,164,3,3010.74,1003.5799999999999,49,72,0,36.0,0.0,0,0.0,0
12755,209,2,3811.95,1905.975,4,85,0,85.0,0.0,0,0.0,0
12756,15,1,112.07999999999998,112.07999999999998,4,0,0,0.0,1.0,1,1.0,1
12757,71,7,5281.08,754.4399999999999,89,68,1,11.0,0.14285714285714285,0,1.0,1
12758,45,2,2791.59,1395.795,84,159,0,159.0,0.5,0,0.77786764659054,0
12759,100,2,1082.52,541.26,60,104,1,104.0,0.0,0,0.0,0
12763,67,2,494.08,247.04,16,230,0,230.0,0.5,0,0.543614096475881,0
12764,245,1,1693.88,1693.88,45,0,0,0.0,0.0,1,0.0,0
12766,78,5,4952.1900000000005,990.4380000000001,161,216,1,54.0,0.2,0,0.3333357063023685,0
12769,167,1,1143.6,1143.6,32,0,0,0.0,0.0,1,1.0,1
12770,139,1,1351.45,1351.45,12,0,0,0.0,0.0,1,1.0,1
12775,118,4,1164.68,291.17,36,121,1,40.0,0.0,0,0.0,0
12778,112,4,492.06,123.015,25,129,1,42.666666666666664,0.0,0,0.0,0
12779,118,7,2999.41,428.4871428571428,68,181,1,29.666666666666668,0.0,0,0.0,0
12781,213,1,549.26,549.26,15,0,1,0.0,0.0,1,0.0,0
12782,78,4,2078.67,519.6675,73,207,1,68.66666666666667,0.25,0,0.4494566117323061,0
12783,4,1,339.02,339.02,18,0,1,0.0,1.0,1,1.0,1
12785,293,1,311.95,311.95,14,0,0,0.0,0.0,1,0.0,0
12787,20,2,344.65999999999997,172.32999999999998,15,101,1,101.0,0.5,0,1.0,1
12790,121,1,324.92,324.92,21,0,0,0.0,0.0,1,1.0,1
12791,302,1,192.60000000000002,192.60000000000002,2,0,0,0.0,0.0,1,0.0,0
12792,185,1,400.53999999999996,400.53999999999996,25,0,0,0.0,0.0,1,0.0,0
12793,263,2,545.48,272.74,21,36,0,36.0,0.0,0,0.0,0
12794,27,1,317.0,317.0,20,0,1,0.0,1.0,1,1.0,1
12797,294,1,254.03,254.03,13,0,0,0.0,0.0,1,0.0,0
12798,99,1,1607.04,1607.04,6,0,1,0.0,0.0,1,1.0,1
12802,115,1,427.58,427.58,25,0,0,0.0,0.0,1,1.0,1
12808,113,2,281.35,140.675,16,184,1,184.0,0.0,0,0.0,0
12809,106,1,489.31,489.31,25,0,0,0.0,0.0,1,1.0,1
12811,189,3,514.85,171.61666666666667,27,23,0,11.0,0.0,0,0.0,0
12814,30,1,125.92,125.92,2,0,0,0.0,1.0,1,1.0,1
12815,76,2,1063.46,531.73,38,50,0,50.0,0.5,0,1.0,1
12816,24,2,572.2,286.1,27,80,0,80.0,0.5,0,1.0,1
12817,210,1,166.04,166.04,4,0,0,0.0,0.0,1,0.0,0
12818,190,1,1542.08,1542.08,14,0,0,0.0,0.0,1,0.0,0
12820,3,2,388.23,194.115,25,251,1,251.0,0.5,0,1.2775431186202042,0
12821,143,1,92.72,92.72,6,0,0,0.0,0.0,1,1.0,1
12822,16,1,690.9,690.9,37,0,0,0.0,1.0,1,1.0,1
12823,3,5,1759.5,351.9,1,221,0,55.0,0.4,0,1.4285714285714286,0
12826,0,5,1052.6200000000001,210.52399999999997,54,293,1,72.75,0.2,0,0.3356763735475542,0
12828,28,3,415.51,138.50333333333333,23,31,1,15.0,1.0,0,1.0,1
12829,265,2,293.0,146.5,9,23,0,23.0,0.0,0,0.0,0
12830,20,5,6414.32,1282.864,13,80,1,19.5,0.8,0,1.0,1
12831,191,1,215.05,215.05,9,0,0,0.0,0.0,1,0.0,0
12832,27,1,267.8,267.8,18,0,1,0.0,1.0,1,1.0,1
12833,74,1,417.38,417.38,24,0,0,0.0,1.0,1,1.0,1
12834,211,1,312.38,312.38,18,0,0,0.0,0.0,1,0.0,0
12836,66,3,2112.53,704.1766666666667,110,174,1,87.0,0.3333333333333333,0,0.5328160247552233,0
12837,102,1,134.1,134.1,12,0,0,0.0,0.0,1,1.0,1
12838,302,1,390.79,390.79,59,0,1,0.0,0.0,1,0.0,0
12839,0,10,3376.05,337.605,75,295,1,32.44444444444444,0.5,0,1.5387186527212793,0
