Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,PurchaseSpanDays,AvgDaysBetweenOrders,PurchaseVelocity,IsOneTimeCustomer,MonetaryTrend,MonetaryTrendUnknown
226,4,576.9000000000001,144.22500000000002,28,70,23.0,0.0,0,0.0,0
10,13,2096.95,161.30384615384614,37,178,14.416666666666666,0.5384615384615384,0,10.0,0
14,2,1268.2,634.1000000000001,24,281,281.0,0.5,0,2.3701833643369645,0
0,10,4264.04,426.404,67,287,31.333333333333332,0.5,0,1.9614637032029076,0
28,2,288.42,144.21,21,175,175.0,0.5,0,0.7322522522522522,0
1,1,158.04,158.04,9,0,0.0,1.0,1,1.0,1
0,3,1298.04,432.68,34,224,112.0,0.3333333333333333,0,0.9596713591503433,0
147,1,143.45999999999998,143.45999999999998,5,0,0.0,0.0,1,1.0,1
302,1,155.52,155.52,2,0,0.0,0.0,1,0.0,0
111,2,298.08,149.04000000000002,77,88,88.0,0.0,0,0.0,0
204,8,7832.47,979.05875,97,97,13.428571428571429,0.0,0,0.0,0
262,3,2200.42,733.4733333333334,99,33,16.5,0.0,0,0.0,0
167,1,30.599999999999998,30.599999999999998,1,0,0.0,0.0,1,1.0,1
168,2,429.6,214.8,23,1,1.0,0.0,0,1.0,1
101,1,336.03000000000003,336.03000000000003,24,0,0.0,0.0,1,1.0,1
24,2,1156.36,578.18,54,197,197.0,0.5,0,0.29468404317255587,0
58,1,4008.62,4008.62,219,0,0.0,1.0,1,1.0,1
34,1,126.39000000000001,126.39000000000001,9,0,0.0,1.0,1,1.0,1
114,2,647.7,323.85,30,76,76.0,0.0,0,0.0,0
295,1,590.0,590.0,1,0,0.0,0.0,1,0.0,0
24,3,295.5,98.5,5,146,72.5,0.6666666666666666,0,1.0,1
3,1,544.08,544.08,13,0,0.0,1.0,1,1.0,1
239,2,426.79,213.395,43,58,58.0,0.0,0,0.0,0
67,1,147.12,147.12,3,0,0.0,1.0,1,1.0,1
218,2,500.55,250.275,19,82,82.0,0.0,0,0.0,0
141,2,977.77,488.885,57,0,0.0,0.0,0,1.0,1
74,2,402.56,201.28,36,7,7.0,1.0,0,1.0,1
132,2,172.29000000000002,86.14500000000001,6,0,0.0,0.0,0,1.0,1
121,1,457.34,457.34,26,0,0.0,0.0,1,1.0,1
263,1,73.5,73.5,5,0,0.0,0.0,1,0.0,0
29,2,541.51,270.755,33,120,120.0,0.5,0,1.0,1
102,2,404.3,202.15,25,17,17.0,0.0,0,1.0,1
45,2,961.26,480.63,13,14,14.0,1.0,0,1.0,1
161,1,335.0,335.0,19,0,0.0,0.0,1,1.0,1
41,5,404.58,80.91600000000001,13,211,52.25,0.2,0,0.5034883720930232,0
129,2,300.95,150.475,14,33,33.0,0.0,0,1.0,1
142,6,632.27,105.37833333333333,36,153,30.4,0.0,0,0.0,0
167,1,168.4,168.4,33,0,0.0,0.0,1,1.0,1
42,4,864.96,216.24,25,259,86.0,0.25,0,0.3959216636381991,0
53,2,465.68,232.83999999999997,25,64,64.0,0.5,0,1.0,1
7,3,1560.38,520.1266666666667,64,128,64.0,0.6666666666666666,0,1.0,1
181,1,417.95,417.95,24,0,0.0,0.0,1,1.0,1
119,2,334.23,167.115,33,80,80.0,0.0,0,0.0,0
8,3,561.5699999999999,187.19000000000003,11,188,94.0,0.3333333333333333,0,0.3602573266619014,0
6,13,17340.62,1333.893846153846,51,289,23.75,0.23076923076923078,0,1.7226610286686883,0
34,4,449.52,112.38,11,189,62.666666666666664,0.5,0,0.9073319755600814,0
25,6,3025.74,504.28999999999996,206,263,52.0,0.16666666666666666,0,0.5230289989046757,0
113,1,878.55,878.55,55,0,0.0,0.0,1,1.0,1
191,1,237.07,237.07,56,0,0.0,0.0,1,0.0,0
105,1,189.5,189.5,10,0,0.0,0.0,1,1.0,1
147,1,265.2,265.2,3,0,0.0,0.0,1,1.0,1
295,1,145.93,145.93,44,0,0.0,0.0,1,0.0,0
106,1,683.17,683.17,41,0,0.0,0.0,1,1.0,1
70,1,301.03,301.03,19,0,0.0,1.0,1,1.0,1
20,8,9695.82,1211.9775,92,150,21.0,0.625,0,1.0,1
191,1,517.55,517.55,21,0,0.0,0.0,1,0.0,0
163,2,765.55,382.775,58,101,101.0,0.0,0,0.0,0
21,3,1140.93,380.30999999999995,37,223,111.5,0.3333333333333333,0,1.228961943898517,0
28,2,56.25,28.125,1,58,58.0,1.0,0,1.0,1
109,1,80.82,80.82,7,0,0.0,0.0,1,1.0,1
0,5,1634.77,326.954,74,161,40.0,0.8,0,1.0,1
95,4,1152.47,288.1175,48,192,63.333333333333336,0.0,0,0.0,0
231,2,934.52,467.26,126,67,67.0,0.0,0,0.0,0
65,2,540.21,270.105,31,96,96.0,0.5,0,1.0,1
49,2,645.47,322.735,38,148,148.0,0.5,0,0.830601247872944,0
36,5,1801.14,360.228,36,210,52.25,0.4,0,3.0511437908496735,0
212,1,559.12,559.12,26,0,0.0,0.0,1,0.0,0
16,1,96.6,96.6,2,0,0.0,1.0,1,1.0,1
196,1,333.74,333.74,5,0,0.0,0.0,1,0.0,0
9,2,851.69,425.845,56,116,116.0,0.5,0,1.0,1
20,12,2271.04,189.25333333333333,238,277,24.727272727272727,0.4166666666666667,0,0.7556631098280077,0
15,4,559.41,139.8525,37,93,31.0,0.75,0,1.0,1
198,2,21.31,10.655000000000001,11,96,96.0,0.0,0,0.0,0
295,1,48.800000000000004,48.800000000000004,2,0,0.0,0.0,1,0.0,0
2,6,1785.65,297.60833333333335,32,298,59.4,0.3333333333333333,0,0.42480567759378157,0
266,2,401.9,200.95,10,29,29.0,0.0,0,0.0,0
255,1,248.42,248.42,30,0,0.0,0.0,1,0.0,0
10,10,3781.13,378.113,201,224,24.444444444444443,0.2,0,0.6801067149904357,0
17,6,1065.84,177.64,8,170,33.6,0.6666666666666666,0,5.0287891617273495,0
2,1,228.31,228.31,20,0,0.0,1.0,1,1.0,1
11,10,3922.39,392.239,71,287,31.444444444444443,0.3,0,0.3123101000076342,0
83,2,1705.8,852.9000000000001,75,99,99.0,0.5,0,1.0,1
8,3,4463.56,1487.8533333333335,56,174,87.0,0.6666666666666666,0,1.0,1
80,3,258.88,86.29333333333334,39,154,77.0,0.6666666666666666,0,7.731197301854976,0
105,1,113.06,113.06,7,0,0.0,0.0,1,1.0,1
1,6,1887.71,314.61833333333334,63,230,45.6,0.3333333333333333,0,1.8544719702256347,0
220,1,603.42,603.42,33,0,0.0,0.0,1,0.0,0
29,7,2926.14,418.02000000000004,163,260,42.833333333333336,0.2857142857142857,0,1.2286952335098704,0
105,5,1860.99,372.198,89,153,38.25,0.0,0,0.0,0
27,18,15619.6,867.7555555555556,8,210,12.058823529411764,0.1111111111111111,0,0.57178208879737,0
302,1,311.81,311.81,22,0,0.0,0.0,1,0.0,0
93,3,316.11,105.37,18,171,85.5,0.0,0,0.0,0
113,3,531.63,177.21,33,187,93.5,0.0,0,0.0,0
240,1,117.85,117.85,8,0,0.0,0.0,1,0.0,0
0,1,238.25,238.25,19,0,0.0,1.0,1,1.0,1
8,1,646.57,646.57,32,0,0.0,1.0,1,1.0,1
8,5,773.74,154.748,37,160,39.75,0.6,0,1.0,1
7,8,2132.67,266.58375,83,182,25.571428571428573,0.5,0,2.6631184035075823,0
123,1,207.15,207.15,12,0,0.0,0.0,1,1.0,1
165,3,853.93,284.6433333333334,44,135,67.0,0.0,0,0.0,0
294,1,254.03,254.03,13,0,0.0,0.0,1,0.0,0
90,4,1751.01,437.7525,81,137,45.333333333333336,0.25,0,0.4249124508377782,0
302,1,225.7,225.7,6,0,0.0,0.0,1,0.0,0
1,4,1492.07,373.0175,49,132,43.666666666666664,0.75,0,1.0,1
94,3,846.59,282.19666666666666,60,111,55.0,0.0,0,0.0,0
193,1,113.5,113.5,5,0,0.0,0.0,1,0.0,0
16,2,489.51,244.755,62,55,55.0,1.0,0,1.0,1
7,1,159.0,159.0,6,0,0.0,1.0,1,1.0,1
6,1,1098.78,1098.78,49,0,0.0,1.0,1,1.0,1
83,1,225.95,225.95,13,0,0.0,1.0,1,1.0,1
7,4,1509.0,377.25,64,156,51.666666666666664,0.5,0,1.0,1
9,2,998.25,499.125,141,61,61.0,1.0,0,1.0,1
50,2,327.7,163.85,16,2,2.0,1.0,0,1.0,1
71,5,762.05,152.41,34,99,24.5,0.4,0,1.0,1
169,1,350.75,350.75,23,0,0.0,0.0,1,1.0,1
132,4,679.54,169.885,37,130,43.0,0.0,0,0.0,0
0,5,2039.25,407.85,65,261,64.75,0.4,0,1.2082814033040756,0
44,9,1686.9,187.43333333333334,65,255,31.625,0.2222222222222222,0,0.18511111111111114,0
78,6,1672.81,278.8016666666667,103,205,40.8,0.3333333333333333,0,0.45535525710949043,0
10,4,1945.15,486.2875,56,233,77.66666666666667,0.75,0,8.324337280092038,0
37,5,1347.52,269.504,64,260,64.5,0.2,0,0.42737499654495703,0
162,1,267.03,267.03,27,0,0.0,0.0,1,1.0,1
192,1,200.29,200.29,11,0,0.0,0.0,1,0.0,0
248,1,970.6,970.6,10,0,0.0,0.0,1,0.0,0
227,1,889.24,889.24,30,0,0.0,0.0,1,0.0,0
42,1,307.49,307.49,23,0,0.0,1.0,1,1.0,1
209,1,96.8,96.8,6,0,0.0,0.0,1,0.0,0
67,2,494.08,247.04,16,230,230.0,0.5,0,0.543614096475881,0
69,2,1234.78,617.39,161,117,117.0,0.5,0,1.2463615194294864,0
41,1,135.95,135.95,5,0,0.0,1.0,1,1.0,1
63,2,790.97,395.485,20,70,70.0,0.5,0,1.0,1
140,4,826.14,206.535,29,157,52.0,0.0,0,0.0,0
118,3,3495.73,1165.243333333333,135,141,70.5,0.0,0,0.0,0
199,1,118.05,118.05,19,0,0.0,0.0,1,0.0,0
168,2,178.96,89.48,13,96,96.0,0.0,0,0.0,0
3,5,2076.7400000000002,415.34799999999996,119,220,54.75,0.6,0,4.626954366340409,0
3,7,2206.98,315.28285714285715,157,97,15.833333333333334,0.5714285714285714,0,1.0,1
34,4,1423.96,355.99,64,159,52.666666666666664,0.25,0,1.0165229885057472,0
27,6,1624.06,270.6766666666667,38,240,47.4,0.16666666666666666,0,0.5651435459127766,0
241,1,382.5,382.5,15,0,0.0,0.0,1,0.0,0
227,1,321.05,321.05,15,0,0.0,0.0,1,0.0,0
148,1,534.24,534.24,1,0,0.0,0.0,1,1.0,1
106,2,833.78,416.89,62,34,34.0,0.0,0,1.0,1
42,2,365.7,182.85,23,67,67.0,0.5,0,1.0,1
192,1,298.11,298.11,16,0,0.0,0.0,1,0.0,0
7,2,1233.56,616.78,52,107,107.0,0.5,0,1.0,1
35,1,138.14,138.14,9,0,0.0,1.0,1,1.0,1
44,3,539.13,179.71,83,242,121.0,0.3333333333333333,0,0.8942867708237034,0
86,5,1037.82,207.56400000000002,43,98,24.0,0.2,0,1.9175983436853001,0
37,3,1338.77,446.25666666666666,46,97,48.0,0.3333333333333333,0,1.0,1
162,1,232.9,232.9,2,0,0.0,0.0,1,1.0,1
62,1,337.44,337.44,14,0,0.0,1.0,1,1.0,1
13,18,5640.52,313.3622222222223,274,200,11.235294117647058,0.3888888888888889,0,1.5179323906732838,0
216,1,401.37,401.37,23,0,0.0,0.0,1,0.0,0
155,1,201.19,201.19,26,0,0.0,0.0,1,1.0,1
98,1,330.11,330.11,22,0,0.0,0.0,1,1.0,1
16,11,2501.02,227.36545454545455,99,279,27.6,0.45454545454545453,0,2.285868923440268,0
62,5,757.6500000000001,151.53000000000003,28,182,45.0,0.2,0,1.132783122527714,0
3,26,13595.539999999999,522.9053846153846,44,256,9.8,0.34615384615384615,0,7.722298548473806,0
91,3,1516.24,505.41333333333336,25,97,48.5,0.3333333333333333,0,0.8129035343631927,0
162,1,454.24,454.24,23,0,0.0,0.0,1,1.0,1
97,2,885.19,442.595,27,71,71.0,0.0,0,1.0,1
4,1,553.39,553.39,21,0,0.0,1.0,1,1.0,1
108,1,376.58,376.58,26,0,0.0,0.0,1,1.0,1
85,1,39.239999999999995,39.239999999999995,9,0,0.0,1.0,1,1.0,1
6,1,454.10999999999996,454.10999999999996,29,0,0.0,1.0,1,1.0,1
205,1,325.1,325.1,6,0,0.0,0.0,1,0.0,0
11,3,3536.82,1178.94,207,223,111.0,0.3333333333333333,0,0.4847992098479922,0
78,4,295.0,73.75,1,154,51.0,0.25,0,0.08777777777777779,0
38,2,608.7900000000001,304.395,23,39,39.0,1.0,0,1.0,1
22,2,982.07,491.0350000000001,25,182,182.0,0.5,0,0.6682861365450933,0
16,5,852.88,170.57600000000002,42,86,21.0,0.8,0,1.0,1
8,4,1334.18,333.545,79,278,92.0,0.25,0,0.9871139818117546,0
114,6,1607.0600000000002,267.84333333333336,72,187,37.0,0.0,0,0.0,0
185,1,174.8,174.8,14,0,0.0,0.0,1,0.0,0
0,42,51527.06,1226.8347619047618,326,301,6.975609756097561,0.3333333333333333,0,1.0189179071634382,0
126,2,207.79999999999998,103.9,7,82,82.0,0.0,0,0.0,0
32,8,1936.84,242.105,153,251,35.285714285714285,0.375,0,0.3065924799349486,0
3,2,605.12,302.56,43,261,261.0,0.5,0,0.9889560872995001,0
13,1,13.3,13.3,3,0,0.0,1.0,1,1.0,1
167,2,511.36,255.68,21,49,49.0,0.0,0,0.0,0
43,5,1562.8700000000001,312.57399999999996,66,181,44.75,0.2,0,1.7242166025288623,0
45,2,391.06,195.53,25,27,27.0,1.0,0,1.0,1
190,1,307.92,307.92,18,0,0.0,0.0,1,0.0,0
23,1,1134.69,1134.69,71,0,0.0,1.0,1,1.0,1
48,8,2439.38,304.9225,42,205,28.857142857142858,0.125,0,0.20141218357057927,0
246,1,157.02,157.02,10,0,0.0,0.0,1,0.0,0
38,2,490.96,245.48,32,29,29.0,1.0,0,1.0,1
80,4,594.43,148.6075,52,109,36.333333333333336,0.5,0,2.115170068027211,0
126,1,271.85,271.85,4,0,0.0,0.0,1,1.0,1
46,1,193.75,193.75,10,0,0.0,1.0,1,1.0,1
114,1,307.72,307.72,21,0,0.0,0.0,1,1.0,1
212,1,317.15,317.15,7,0,0.0,0.0,1,0.0,0
15,1,252.1,252.1,13,0,0.0,1.0,1,1.0,1
7,7,2067.98,295.42571428571426,135,237,39.0,0.2857142857142857,0,0.6842425390621104,0
164,1,257.34,257.34,31,0,0.0,0.0,1,1.0,1
99,1,116.28000000000002,116.28000000000002,9,0,0.0,0.0,1,1.0,1
57,1,594.0,594.0,2,0,0.0,1.0,1,1.0,1
69,4,1316.63,329.1575,16,196,64.66666666666667,0.25,0,0.47247386759581883,0
21,2,548.94,274.47,91,154,154.0,0.5,0,1.0,1
42,2,355.11,177.555,13,219,219.0,0.5,0,0.1736457679214727,0
37,3,5072.88,1690.96,124,167,83.0,0.3333333333333333,0,0.9112702682128448,0
211,1,312.38,312.38,18,0,0.0,0.0,1,0.0,0
116,2,267.08,133.54,28,137,137.0,0.0,0,0.0,0
48,3,389.6,129.86666666666667,21,190,94.5,0.3333333333333333,0,1.3108275010292303,0
296,1,230.39999999999998,230.39999999999998,7,0,0.0,0.0,1,0.0,0
87,1,101.10000000000001,101.10000000000001,1,0,0.0,1.0,1,1.0,1
9,33,13303.37,403.1324242424243,55,293,8.71875,0.2727272727272727,0,1.2970109705537405,0
0,10,2965.9900000000002,296.59900000000005,100,301,33.22222222222222,0.7,0,2.6562248855655337,0
91,1,300.04,300.04,25,0,0.0,1.0,1,1.0,1
172,2,250.42,125.21000000000001,37,68,68.0,0.0,0,0.0,0
41,2,1618.28,809.14,63,88,88.0,0.5,0,1.0,1
245,1,268.8,268.8,8,0,0.0,0.0,1,0.0,0
301,1,341.9,341.9,10,0,0.0,0.0,1,0.0,0
38,4,1555.29,388.8225,109,168,55.666666666666664,0.25,0,1.523289453028638,0
7,4,1391.98,347.995,66,218,72.0,0.25,0,0.08160182338598536,0
3,24,7580.150000000001,315.83958333333334,83,294,12.434782608695652,0.4166666666666667,0,1.3188617987215234,0
30,5,2939.21,587.842,125,213,53.0,0.4,0,2.9495049504950503,0
16,5,1236.54,247.308,35,160,39.75,0.6,0,1.0,1
175,1,102.12,102.12,8,0,0.0,0.0,1,1.0,1
9,3,1349.3,449.76666666666665,57,230,115.0,0.3333333333333333,0,0.9186568986568987,0
7,3,1324.5,441.5,95,239,119.5,0.3333333333333333,0,1.318620159015132,0
190,2,287.65000000000003,143.825,15,27,27.0,0.0,0,0.0,0
41,3,707.0,235.66666666666666,4,195,97.5,0.3333333333333333,0,1.3863404689092762,0
21,15,2167.68,144.51200000000003,48,160,10.928571428571429,0.6,0,1.0,1
18,3,1143.36,381.12000000000006,36,263,131.5,0.6666666666666666,0,1.6375086505190308,0
148,1,114.04,114.04,11,0,0.0,0.0,1,1.0,1
39,7,2419.59,345.6557142857143,81,219,36.166666666666664,0.2857142857142857,0,0.4957192586320444,0
10,35,1266.64,36.18971428571428,207,290,8.029411764705882,0.2857142857142857,0,0.4415994076268048,0
10,4,579.77,144.9425,74,166,55.0,0.25,0,1.0,1
21,9,3686.09,409.5655555555556,137,278,34.375,0.5555555555555556,0,0.8596254760066477,0
162,1,103.3,103.3,5,0,0.0,0.0,1,1.0,1
83,2,260.26,130.13,18,28,28.0,0.5,0,1.0,1
41,5,1220.26,244.052,46,172,42.75,0.6,0,2.6541562759767245,0
13,1,271.11,271.11,24,0,0.0,1.0,1,1.0,1
211,2,348.05,174.025,19,85,85.0,0.0,0,0.0,0
29,5,1406.59,281.318,51,264,65.5,0.2,0,0.01564090698750578,0
170,4,1047.11,261.7775,18,120,39.666666666666664,0.0,0,0.0,0
185,1,239.95999999999998,239.95999999999998,39,0,0.0,0.0,1,0.0,0
168,1,116.00999999999999,116.00999999999999,9,0,0.0,0.0,1,1.0,1
27,35,23409.34,668.8382857142857,27,272,7.705882352941177,0.2857142857142857,0,0.8795513516217505,0
125,3,2139.76,713.2533333333334,17,140,69.5,0.0,0,0.0,0
104,3,985.79,328.59666666666664,51,66,32.5,0.0,0,1.0,1
0,6,2640.7200000000003,440.11999999999995,146,267,53.2,0.3333333333333333,0,1.2435399561939824,0
295,1,478.89,478.89,30,0,0.0,0.0,1,0.0,0
41,2,95.5,47.75,8,63,63.0,0.5,0,1.0,1
7,1,777.2,777.2,36,0,0.0,1.0,1,1.0,1
77,3,2103.06,701.02,173,113,56.5,0.3333333333333333,0,0.45970910683689115,0
62,4,1424.8,356.2,66,167,55.333333333333336,0.25,0,0.522057102738123,0
84,3,855.0600000000001,285.02000000000004,18,51,25.5,0.3333333333333333,0,1.0,1
27,3,972.35,324.1166666666667,57,185,92.0,0.3333333333333333,0,0.7144212523719166,0
242,1,199.6,199.6,25,0,0.0,0.0,1,0.0,0
35,2,425.0,212.5,21,157,157.0,0.5,0,0.2859304084720122,0
2,27,5228.36,193.64296296296294,257,259,9.423076923076923,0.2962962962962963,0,0.3289737219060174,0
184,1,277.07,277.07,17,0,0.0,0.0,1,0.0,0
3,3,572.451,190.817,25,243,121.5,0.3333333333333333,0,0.09372696032489845,0
56,1,133.20000000000002,133.20000000000002,4,0,0.0,1.0,1,1.0,1
146,1,76.32000000000001,76.32000000000001,1,0,0.0,0.0,1,1.0,1
1,9,1358.08,150.89777777777778,72,295,36.5,0.4444444444444444,0,0.9563853751516205,0
0,2,518.28,259.14,7,196,196.0,0.5,0,2.3927729772191673,0
177,1,282.88,282.88,2,0,0.0,0.0,1,1.0,1
43,11,3956.0,359.6363636363636,170,251,24.6,0.36363636363636365,0,0.6290214638690645,0
77,2,626.77,313.385,35,47,47.0,0.5,0,1.0,1
216,1,74.60000000000001,74.60000000000001,4,0,0.0,0.0,1,0.0,0
196,1,71.4,71.4,1,0,0.0,0.0,1,0.0,0
218,1,497.59,497.59,40,0,0.0,0.0,1,0.0,0
189,1,335.32,335.32,23,0,0.0,0.0,1,0.0,0
293,1,102.35000000000001,102.35000000000001,18,0,0.0,0.0,1,0.0,0
232,1,205.48,205.48,36,0,0.0,0.0,1,0.0,0
294,1,383.07,383.07,23,0,0.0,0.0,1,0.0,0
6,2,849.73,424.865,46,33,33.0,1.0,0,1.0,1
112,3,925.71,308.57,47,104,52.0,0.0,0,0.0,0
28,24,18261.65,760.9020833333334,40,273,11.434782608695652,0.25,0,0.42716606046902955,0
181,2,291.34000000000003,145.67000000000002,17,114,114.0,0.0,0,0.0,0
94,2,433.74,216.87,20,31,31.0,0.0,0,1.0,1
14,1,334.53,334.53,56,0,0.0,1.0,1,1.0,1
35,1,17.0,17.0,1,0,0.0,1.0,1,1.0,1
301,1,127.08,127.08,21,0,0.0,0.0,1,0.0,0
151,1,383.45,383.45,17,0,0.0,0.0,1,1.0,1
10,1,75.75,75.75,5,0,0.0,1.0,1,1.0,1
16,2,758.92,379.46000000000004,55,176,176.0,0.5,0,3.021194298733641,0
189,1,357.53,357.53,73,0,0.0,0.0,1,0.0,0
13,4,1379.3,344.825,56,156,51.666666666666664,0.75,0,1.0,1
13,5,3029.87,605.9739999999999,64,197,48.75,0.2,0,0.9328442790465225,0
2,3,751.04,250.34666666666666,132,254,126.5,0.3333333333333333,0,0.3967899719169038,0
67,5,4927.6,985.5200000000001,180,230,57.25,0.2,0,0.2007648810695215,0
17,3,2398.86,799.6199999999999,40,165,82.5,0.6666666666666666,0,1.0,1
100,2,1205.99,602.995,58,158,158.0,0.0,0,0.0,0
146,1,199.85000000000002,199.85000000000002,6,0,0.0,0.0,1,1.0,1
0,2,947.4,473.70000000000005,35,213,213.0,0.5,0,1.1438269370021723,0
10,1,406.02,406.02,18,0,0.0,1.0,1,1.0,1
11,22,12721.03,578.2286363636364,138,286,13.380952380952381,0.36363636363636365,0,1.9724399494310998,0
7,9,3547.33,394.1477777777778,99,247,30.625,0.3333333333333333,0,1.0687476097685344,0
9,2,685.22,342.61,162,166,166.0,0.5,0,1.0,1
121,2,284.46000000000004,142.23000000000002,14,138,138.0,0.0,0,0.0,0
2,6,2466.86,411.1433333333334,85,223,44.2,0.5,0,0.2964035552416269,0
71,7,5281.08,754.4399999999999,89,68,11.0,0.14285714285714285,0,1.0,1
56,4,3871.4700000000003,967.8675,97,236,78.33333333333333,0.25,0,0.2957027122226136,0
20,11,5639.34,512.6672727272727,188,164,16.1,0.5454545454545454,0,2.792886945758719,0
62,1,520.8000000000001,520.8000000000001,23,0,0.0,1.0,1,1.0,1
28,10,2745.42,274.54200000000003,96,258,28.22222222222222,0.2,0,0.576780642766503,0
291,1,179.1,179.1,23,0,0.0,0.0,1,0.0,0
183,1,271.0,271.0,17,0,0.0,0.0,1,1.0,1
9,17,2847.6,167.50588235294117,69,292,17.8125,0.47058823529411764,0,4.214060606060606,0
3,2,551.04,275.52,19,294,294.0,0.5,0,0.8327679105966872,0
300,1,230.25,230.25,14,0,0.0,0.0,1,0.0,0
301,1,326.0,326.0,16,0,0.0,0.0,1,0.0,0
28,1,207.35999999999999,207.35999999999999,1,0,0.0,1.0,1,1.0,1
17,5,1517.51,303.502,45,266,66.0,0.4,0,1.879783549783549,0
213,1,176.5,176.5,7,0,0.0,0.0,1,0.0,0
140,1,261.97,261.97,17,0,0.0,0.0,1,1.0,1
0,3,459.24,153.08,31,90,44.5,1.0,0,1.0,1
168,2,1345.62,672.81,52,0,0.0,0.0,0,1.0,1
45,5,1903.3300000000002,380.66600000000005,54,249,61.75,0.2,0,0.23184236909076886,0
85,2,197.88,98.94,7,17,17.0,0.5,0,1.0,1
111,1,105.84,105.84,9,0,0.0,0.0,1,1.0,1
100,1,69.89999999999999,69.89999999999999,3,0,0.0,0.0,1,1.0,1
72,4,195.73999999999998,48.935,15,195,64.33333333333333,0.5,0,0.43778463346555013,0
58,1,336.40000000000003,336.40000000000003,20,0,0.0,1.0,1,1.0,1
62,3,778.14,259.38,37,231,115.0,0.3333333333333333,0,0.8077233801906607,0
87,1,70.80000000000001,70.80000000000001,2,0,0.0,1.0,1,1.0,1
184,2,1078.96,539.48,71,36,36.0,0.0,0,0.0,0
73,3,1749.02,583.0066666666667,68,223,111.0,0.3333333333333333,0,0.45948697408167677,0
302,1,191.06,191.06,46,0,0.0,0.0,1,0.0,0
190,1,162.65,162.65,23,0,0.0,0.0,1,0.0,0
39,4,2250.1,562.525,232,259,86.0,0.25,0,0.6257552934008092,0
49,2,309.86,154.93,20,121,121.0,0.5,0,1.0,1
34,1,231.10000000000002,231.10000000000002,12,0,0.0,1.0,1,1.0,1
35,3,1132.62,377.54,58,182,91.0,0.6666666666666666,0,2.0063704411530496,0
118,5,577.0600000000001,115.41199999999999,21,142,35.25,0.0,0,0.0,0
207,1,136.76999999999998,136.76999999999998,19,0,0.0,0.0,1,0.0,0
23,4,1037.59,259.3975,45,145,48.0,0.25,0,1.0,1
42,6,1885.8600000000001,314.31,82,245,48.6,0.5,0,1.041779384623164,0
14,2,1531.89,765.9449999999999,53,115,115.0,0.5,0,1.0,1
90,4,233.81,58.4525,74,105,35.0,0.75,0,1.0357858075750979,0
